text,type,labelname
റോസ്‌ട്രോപോവിച്ചിന് വേണ്ടി ഷോസ്റ്റകോവിച്ച് എന്താണ് എഴുതിയത്?,cremat,ENTY
ജനനസമയത്ത് നിപ്സി റസ്സലിന് നൽകിയ ആദ്യ പേര് എന്താണ്?,ind,HUM
ഇലക്‌ട്രിക് വാഹനത്തെക്കുറിച്ചുള്ള ചില സൗജന്യ സാങ്കേതിക വിവരങ്ങൾ എനിക്ക് എങ്ങനെ ലഭിക്കും?,manner,DESC
ബീറ്റിൽസിലെ ഏറ്റവും പ്രായം കുറഞ്ഞയാൾ ആരാണ്?,ind,HUM
കപ്പൽശാല ഇൻസ്പെക്ടർ ജെയിംസ് ജെ. കിൽറോയ് എങ്ങനെയാണ് ഉപകരണങ്ങൾ തൃപ്തികരമാണെന്ന് നിശ്ചയിച്ചത്?,manner,DESC
എന്താണ് ജെല്ലിക്കിൾ ക്യാറ്റ്?,def,DESC
റഷ്യയെക്കുറിച്ചുള്ള സംവാദത്തിനുള്ള ഏറ്റവും മികച്ച തെളിവുകൾ എനിക്ക് എവിടെ കണ്ടെത്താനാകും?,other,LOC
മൈക്രോസോഫ്റ്റ് ഇ-മെയിൽ വിലാസത്തിന്റെ ബിൽ ഗേറ്റ്സ് എന്താണ്?,other,LOC
ഏറ്റവും കാഠിന്യമുള്ള രണ്ടാമത്തെ പദാർത്ഥം ഏതാണ്?,substance,ENTY
എന്തുകൊണ്ടാണ് നിരവധി സാൻ ഡീഗോ സ്കൂളുകൾ വിദ്യാർത്ഥികൾക്ക് ആപ്പിൾ നൽകുന്നത് നിർത്തിയത്?,reason,DESC
ഏത് റഷ്യൻ നഗരമാണ് ഹെർമിറ്റേജ് മ്യൂസിയം ഉള്ളത്?,city,LOC
എപ്പോഴാണ് ബാസ്റ്റിൽ ദിനം?,date,NUM
എന്താണ് ഒരു ചുഴലിക്കാറ്റ് തിരിയുന്നത്?,reason,DESC
ഒരു സ്റ്റോക്ക് M16-ന് എത്ര ഷോട്ടുകൾ പിടിക്കാനാകും?,count,NUM
നിങ്ങൾ പ്രോട്ടാനോപ്പിയ ബാധിച്ചാൽ ഏത് രണ്ട് നിറങ്ങളാണ് നിങ്ങൾ അന്ധരായിരിക്കുന്നത്?,color,ENTY
"എന്തുകൊണ്ടാണ് നിങ്ങൾ ഒരുതരം മത്സരം നടത്താത്തത്, അവിടെ നിങ്ങൾ ഒരു ചോദ്യം ചോദിക്കുന്നു, ഉത്തരം കണ്ടെത്തുന്നയാൾക്ക് സമ്മാനം ലഭിക്കും?",reason,DESC
ആരാണ് കൊറോണഡോ?,desc,HUM
"ഷാരോൺ സ്റ്റോൺ, അർനോൾഡ് ഷ്വാസ്‌നെഗർ എന്നിവർ അഭിനയിച്ച സിനിമയുടെ പേരെന്താണ്?",cremat,ENTY
എന്താണ് ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ്?,def,DESC
ഫ്ലാറ്റ്ഫിഷ് എന്താണ് കഴിക്കുന്നത്?,food,ENTY
ആദ്യത്തെ വിശുദ്ധ റോമൻ ചക്രവർത്തി ആരായിരുന്നു?,ind,HUM
ചില ഡിസ്‌കറ്റുകളിൽ നിന്ന് ശാഠ്യമുള്ള ഗംഡ് ലേബലുകൾ നീക്കംചെയ്യാൻ എനിക്ക് എന്ത് ഉപയോഗിക്കാം?,other,ENTY
ആഴ്ചയിലെ ഏത് ദിവസമാണ് ഏറ്റവും മാരകമായ വാഹനാപകടങ്ങൾ കാണുന്നത്?,date,NUM
മാജിക് എന്ന വാക്കിന്റെ ഉത്ഭവം എന്താണ്?,desc,DESC
ഏത് കായിക ഇനത്തിലാണ് നിങ്ങൾ ഷാഗ് ഫ്ലൈസ് ചെയ്യുന്നത്?,sport,ENTY
എന്താണ് വൈറ്റ് ചോക്ലേറ്റ്?,def,DESC
ട്രിനിഡാഡ് എവിടെയാണ്?,other,LOC
സെക്യൂരിറ്റി കൗൺസിൽ അധ്യക്ഷനായ സംഘടനയുടെ പേര്,gr,HUM
"''ഡോ യാ ലോ-ഓ-ഓവ് മി? നഗ്നനാകൂ, കുഞ്ഞേ!'?",ind,HUM
ഏത് തരത്തിലുള്ള വീഞ്ഞാണ് സ്പുമന്റെ?,food,ENTY
ചെക്ക്‌മേറ്റിൽ പോർട്ടലി ക്രിമിനോളജിസ്റ്റ് കാൾ ഹയാട്ടിനെ അവതരിപ്പിച്ചത് ആരാണ്?,ind,HUM
സ്പാനിഷിൽ ഞാൻ നിന്നെ സ്നേഹിക്കുന്നതെങ്ങനെ?,termeq,ENTY
ജിന എന്ന പേരിന്റെ അർത്ഥമെന്താണ്?,def,DESC
ലോകത്തിലെ ഏറ്റവും നൂതനമായ ഹാൻഡ്‌ഹെൽഡ് കാൽക്കുലേറ്റർ ഏതാണ്?,product,ENTY
പ്രകാശത്തിന്റെ വേഗത എത്രയാണ്?,speed,NUM
ഭൂമധ്യരേഖയ്ക്ക് ചുറ്റുമുള്ള താഴ്ന്ന മർദ്ദത്തിന്റെ വലയത്തെ എന്താണ് വിളിക്കുന്നത്?,termeq,ENTY
എന്താണ് ഷൂട്ടിംഗ് നക്ഷത്രങ്ങൾ?,def,DESC
1993 ചാമ്പ്യൻഷിപ്പിൽ ചിക്കാഗോ ബുൾസ് ആരെയാണ് തോൽപ്പിച്ചത്?,gr,HUM
ആദ്യത്തെ അമേരിക്കൻ എൻസൈക്ലോപീഡിയ എപ്പോഴാണ് പ്രസിദ്ധീകരിച്ചത്?,date,NUM
ന്യൂയോർക്ക് നഗരത്തിലെ ഏറ്റവും ഉയരം കൂടിയ കെട്ടിടം ഏതാണ്?,other,LOC
ഈസ്റ്റർ ഞായറാഴ്ചയുടെ തീയതി എങ്ങനെയാണ് നിർണ്ണയിക്കുന്നത്?,manner,DESC
മേരിലാൻഡ് സംസ്ഥാനത്തിന്റെ മുദ്രാവാക്യം എന്താണ്?,desc,DESC
ആരാണ് ഡെസ്മണ്ട് ടുട്ടു?,desc,HUM
റോഡ് ഐലൻഡിലെ നരഗൻസെറ്റ് ഇന്ത്യക്കാരെയും മറ്റ് ഗോത്രങ്ങളെയും കുറിച്ചുള്ള വിവരങ്ങൾ എനിക്ക് എവിടെ കണ്ടെത്താനാകും?,other,LOC
വംശനാശം സംഭവിച്ച ഒരു കടുവയുടെ പേര് നൽകുക,animal,ENTY
ഒരു പൗണ്ടിന് എത്ര ക്വാർട്ടറുകൾ തുല്യമാണ്?,count,NUM
ഫോഡോർ ഏതുതരം പുസ്തകങ്ങളാണ് പ്രസിദ്ധീകരിക്കുന്നത്?,cremat,ENTY
ടിവിയുടെ ലാഫ്-ഇന്നിലെ താരങ്ങളായ റോവന്റെയും മാർട്ടിന്റെയും ആദ്യ പേരുകൾ ഏതാണ്?,ind,HUM
ബൈബിളിലെ ഏത് അധ്യായത്തിലാണ് ഏറ്റവും കൂടുതൽ വാക്യങ്ങൾ ഉള്ളത്?,ord,NUM
അമേരിക്കയിലെ എക്കാലത്തെയും മോശം പ്രസിഡന്റ് ആരാണ്?,ind,HUM
ലിറ്റിൽ ബ്രൗൺ വിശുദ്ധൻ എന്നറിയപ്പെട്ടിരുന്ന ഏഷ്യൻ നേതാവ്?,ind,HUM
നാഷണൽ ബ്യൂറോ ഓഫ് ഇൻവെസ്റ്റിഗേഷൻ എന്നതിന്റെ ചുരുക്കെഴുത്ത് എന്താണ്?,abb,ABBR
ഏറ്റവും വേഗതയേറിയ കാർ എത്ര വേഗത്തിൽ പോകുന്നു?,speed,NUM
ലോകത്തിലെ ഏറ്റവും ഉയരം കൂടിയ പർവ്വതം ഏതാണ്?,mount,LOC
പ്ലേസ് ഡി ലാ കോൺകോർഡിൽ നിന്ന് നിങ്ങൾക്ക് എന്ത് കമാനം കാണാൻ കഴിയും?,other,LOC
ബെൻ ജോൺസന്റെ ``നിൻെറ കണ്ണുകളാൽ എനിക്ക് കുടിക്കൂ' എന്ന ഗാനം ആലപിച്ചതാരാണ്?,ind,HUM
ഒരു വ്യക്തി വൃത്തിയാകുന്നതിന് മുമ്പ് എത്രനേരം കൈ കഴുകണം?,period,NUM
ഘടികാരദിശയിലോ എതിർ ഘടികാരദിശയിലോ ജ്വാല വർദ്ധിപ്പിക്കാൻ നിങ്ങളുടെ Bic ഏത് വഴിയാണ് തിരിക്കുക?,other,LOC
ലോകത്തിലെ ഏറ്റവും സമ്പന്നമായ രാജ്യം ഏതാണ്?,country,LOC
എനിക്ക് ഒരാളുടെ ഇമെയിൽ വിലാസം മാത്രമേ അറിയൂ എങ്കിൽ അവരുടെ ഫോൺ നമ്പർ എങ്ങനെ കണ്ടെത്താനാകും?,manner,DESC
നിങ്ങൾക്ക് എങ്ങനെ പ്ലേ പ്രൊഡ്യൂസർമാരെയും പ്രൊമോട്ടർമാരെയും ഓൺലൈനിൽ ബന്ധപ്പെടാം?,manner,DESC
യുണൈറ്റഡ് കിംഗ്ഡത്തിന്റെ രാജാവ് ആരാണ്?,ind,HUM
ഉയർന്ന വസ്തുക്കൾ കടന്നുപോകുന്നതിനുള്ള ഭയം എന്താണ്?,dismed,ENTY
സംഗീത കസേരകളുടെ ഗെയിമിൽ സംഗീതം നിർത്തുമ്പോൾ കളിക്കാർ എന്താണ് ചെയ്യാൻ ശ്രമിക്കുന്നത്?,desc,DESC
യുഎസിലെ ഏറ്റവും സാധാരണമായ പത്ത് പെൺകുട്ടികളുടെ പേരുകൾ ഏതാണ്?,ind,HUM
എന്തുകൊണ്ടാണ് പടിഞ്ഞാറൻ രാജ്യങ്ങളിൽ വിലാപത്തിന്റെ നിറം കറുപ്പ്?,reason,DESC
ഏറ്റവും അപൂർവമായ നാണയം ഏതാണ്?,other,ENTY
ഡയാൻ കീറ്റൺ അഭിനയിച്ച ജൂഡിത്ത് റോസ്‌നർ ഏത് നോവലാണ് സിനിമയാക്കിയത്?,cremat,ENTY
ഓസ്‌ട്രേലിയയുടെ ഏറ്റവും വലിയ കയറ്റുമതി വിപണി ഏതാണ്?,country,LOC
കെന്റക്കി ഹോഴ്സ് പാർക്ക് എവിടെയാണ് സ്ഥിതി ചെയ്യുന്നത്?,other,LOC
പരാന്നഭോജികളുടെ ഭയം എന്താണ്?,dismed,ENTY
ഏത് ഒളിമ്പിക് ഗെയിംസിലാണ് നാദിയ കൊമാനേസി ജനപ്രിയമായത്?,sport,ENTY
ആരാണ് ടൂറിസത്തിൽ വിവരശേഖരണം നടത്തുന്നത്?,ind,HUM
ജോൺ റോൾഫിനെ വിവാഹം കഴിച്ച വിർജീനിയ മേധാവി പോഹാട്ടന്റെ മകളുടെ പേരെന്താണ്?,ind,HUM
പെക്കനും നിലക്കടലയും വളരുന്ന സംസ്ഥാനം ഏതാണ്?,state,LOC
ഒരു നിഹിലിസ്റ്റ് എന്താണ് വിശ്വസിക്കുന്നത്?,desc,DESC
ഭൗതികശാസ്ത്രത്തിനുള്ള നൊബേൽ സമ്മാനം ലഭിക്കുമെന്ന് കേട്ടപ്പോൾ റിച്ചാർഡ് ഫെയ്ൻമാൻ എന്താണ് പറഞ്ഞത്?,desc,DESC
"ഏത് കായിക ഇനത്തിലാണ് ഇനിപ്പറയുന്ന സംഖ്യകൾ പ്രസക്തമാകുന്നത്: 118, 126, 134, 142, 15, 158, 167, 177, 19?",sport,ENTY
യുണൈറ്റഡ് ആർട്ടിസ്റ്റുകളുടെ നാല് പ്രശസ്ത സ്ഥാപകർ ആരായിരുന്നു?,ind,HUM
മറ്റ് രാജ്യങ്ങൾക്ക് ഫ്രാൻസ് നൽകിയ 2 പ്രതിമകൾ ഏതാണ്?,cremat,ENTY
എന്താണ് ഉഭയജീവികൾ?,def,DESC
ഒരു ശരാശരി സ്ഖലനത്തിൽ എത്ര ബീജകോശങ്ങളുണ്ട്?,count,NUM
ഏകദേശം 19 സെന്റ് വില വരുന്ന ഡിസ്പോസിബിൾ റേസറിന് പേര് നൽകുക.,product,ENTY
ഹോം റൺ അടിച്ചാൽ എത്ര ദൂരം ഓടണം?,dist,NUM
നാസി യൂണിഫോം ധരിച്ച ഏക യുഎസ് പ്രസിഡന്റ് ആരാണ്?,ind,HUM
ഏത് സർവകലാശാല?,gr Woodrow Wilson served as president of,HUM
ഉഷ്ണമേഖലാ മഴക്കാടുകൾ എവിടെയാണ് വിതരണം ചെയ്യുന്നത്?,other,LOC
ഓഡ്‌സ്മേക്കർ ജിമ്മി സ്‌നൈഡറിന്റെ വിളിപ്പേര് എന്താണ്?,ind,HUM
സ്നേഹിക്കപ്പെടുമെന്ന ഭയം എന്താണ്?,dismed,ENTY
റാണ്ടി സ്റ്റീവൻ ക്രാഫ്റ്റ് കൊലപ്പെടുത്തിയതിന് ശിക്ഷിക്കപ്പെട്ട ആളുകളുടെ എണ്ണം എത്രയാണ്?,other,NUM
ഇന്ത്യയെ സംബന്ധിച്ച് വിക്ടോറിയ രാജ്ഞിയുടെ പദവി എന്തായിരുന്നു?,title,HUM
ഹൈഡ്രജൻ ബോംബ് അണുബോംബിൽ നിന്ന് എങ്ങനെ വ്യത്യാസപ്പെട്ടിരിക്കുന്നു?,manner,DESC
ഒരു മനുഷ്യന് ബഹിരാകാശത്ത് എത്ര ദൂരം സഞ്ചരിക്കാനാകും?,dist,NUM
എവിടെയാണ് ലിങ്കൺ കൊല്ലപ്പെട്ടത്?,other,LOC
ഏത് തരത്തിലുള്ള ഭക്ഷണമാണ് നിങ്ങളെ തടിയാക്കുന്നത്?,food,ENTY
ശരീരത്തിലെ ചലനം ക്രമേണ നഷ്‌ടപ്പെടുത്തുന്ന നാഡീകോശങ്ങളെ ചുറ്റിപ്പറ്റിയുള്ള പ്രോട്ടീൻ കവചത്തെ ആക്രമിക്കുന്ന ക്രോണിക് ന്യൂറോളജിക്കൽ ഓട്ടോ ഇമ്മ്യൂൺ രോഗത്തിന്റെ പേരെന്താണ്?,dismed,ENTY
1969-ലെ യുഎസ് ഹൈവേ മരണസംഖ്യ എത്രയായിരുന്നു?,count,NUM
"ഡോർസെറ്റ്‌സ്, ലിങ്കൺസ്, ഓക്‌സ്‌ഫോർഡ്‌സ്, സൗത്ത്‌ഡൗൺസ് എന്നിവ ഏതുതരം മൃഗങ്ങളാണ്?",animal,ENTY
ഇതുവരെ നിർമ്മിച്ചതിൽ ഏറ്റവും ചെറുതും ദൈർഘ്യമേറിയതുമായ ഗാനങ്ങൾ ഏതാണ്?,cremat,ENTY
ഒരു ടൈപ്പ്റൈറ്റർ കീബോർഡിൽ K യുടെ വലതുവശത്തുള്ള അക്ഷരം ഏതാണ്?,letter,ENTY
"""ഹാജോ"" എന്ന പേരിന്റെ ഉത്ഭവവും അർത്ഥവും എന്താണ്?",desc,DESC
ഗൾഫ് എന്നതിന്റെ ബഹുവചനം എന്താണ്?,word,ENTY
ആരുടെ ആത്മകഥ യെസ് എനിക്ക് കഴിയും?,ind,HUM
ഏത് വർഷമാണ് യുണൈറ്റഡ് സ്റ്റേറ്റ്സ് പകർപ്പവകാശ നിയമം പാസാക്കിയത്?,date,NUM
എത്ര ശതമാനം അമേരിക്കക്കാർക്ക് അവരുടെ വീടുകൾ ഉണ്ട്?,perc,NUM
ആഴ്ചയിലെ ആദ്യ ദിവസം എന്താണ്?,date,NUM
പ്രസിഡന്റ് വില്യം മക്കിൻലി ഏത് നഗരത്തിലാണ് വെടിയേറ്റത്?,city,LOC
ലോകത്തിലെ ഏറ്റവും നീളം കൂടിയ സബ്‌വേ സംവിധാനമുള്ള നഗരം ഏതാണ്?,city,LOC
"കൻസാസ് പസഫിക് റെയിൽവേ പണിയുന്ന ജീവനക്കാർക്ക് ഭക്ഷണമായി 4, 280 എരുമകളെ കൊന്നുവെന്ന് ആരാണ് അവകാശപ്പെട്ടത്?",ind,HUM
എന്താണ് ബോംബെ താറാവ്?,def,DESC
ഒരു കുക്കുമ്പറിന്റെ ഉള്ളിൽ പുറത്തെ വായുവിനേക്കാൾ എത്ര ഡിഗ്രി തണുപ്പ് കൂടുതലാണ്?,count,NUM
എന്തൊരു ഡബിൾ ടോക്കിംഗ് `` പ്രൊഫസർ' ഇൻ നത്തിംഗിൽ ഡോക്ടറേറ്റ് നേടിയിട്ടുണ്ട്?,ind,HUM
ലോകത്തിലെ ഏറ്റവും ചെലവേറിയ അഞ്ച് നഗരങ്ങൾ ഏതാണ്?,city,LOC
19-ാം നൂറ്റാണ്ടിലെ ഏത് എഴുത്തുകാരനാണ് സണ്ണിസൈഡ് എന്ന് വിളിക്കപ്പെടുന്ന ഹഡ്‌സണിൽ ഒരു കൺട്രി എസ്റ്റേറ്റ് ഉണ്ടായിരുന്നത്?,ind,HUM
ഫേബർ മംഗോൾ പെൻസിൽ എത്ര പാളികളുള്ള മഞ്ഞ പെയിന്റ് സ്പ്രേ ചെയ്യാൻ ഭാഗ്യമുണ്ട്?,count,NUM
എന്താണ് ഒരു വെർച്വൽ IP വിലാസം?,def,DESC
റൗഹൈഡിലെ പാചകക്കാരന്റെ പേരെന്തായിരുന്നു?,ind,HUM
ചിക്കാഗോ ഏത് കൗണ്ടിയിലാണ്?,other,LOC
ഒരു കോണ്ടറിന്റെ ചിറകുകൾ എത്രയാണ്?,dist,NUM
ഏത് മുഖത്തിന്റെ സവിശേഷതയാണ് സാധാരണയായി 55 രോമങ്ങൾ ഉൾക്കൊള്ളുന്നത്?,desc,DESC
"ഓഷ്യൻ സീസിന്റെ അഡ്മിറൽ ആയും വൈസ്രോയിയും അദ്ദേഹം കണ്ടെത്തിയേക്കാവുന്ന എല്ലാ ദ്വീപുകളുടെയും ഗവർണർ ജനറലും ആരെയാണ് നാമകരണം ചെയ്തത്, കൂടാതെ 10-?? അവന്റെ യാത്രയുടെ എല്ലാ ലാഭവും",ind,HUM
ഒരു കമ്പ്യൂട്ടറിൽ നിന്ന് മറ്റൊന്നിലേക്ക് ഫയലുകൾ എങ്ങനെ കൊണ്ടുപോകാം?,manner,DESC
വാക്കുകളിൽ ഒരു കളിയുടെ സാഹിത്യ പദം എന്താണ്?,termeq,ENTY
അവരുടെ കുതിരകൾക്ക് എന്ത് നിറമായിരുന്നു?,color,ENTY
ന്യൂ ഇംഗ്ലണ്ടിൽ ഒരു ശരാശരി ഡേകെയർ ദാതാവിന് എന്ത് പ്രതിഫലം ലഭിക്കും?,money,NUM
1930-കളുടെ തുടക്കത്തിൽ 468 പൗണ്ട് ഭാരമുള്ള മാർലിൻ ആയുധമില്ലാതെ ഇറക്കിയ എഴുത്തുകാരൻ ആരാണ്?,ind,HUM
അമേരിക്കൻ വിപ്ലവത്തിൽ എത്ര അമേരിക്കക്കാർ ബ്രിട്ടീഷുകാർക്ക് വേണ്ടി പോരാടി?,count,NUM
ഒരു ഫ്ലൈറ്റ് അറ്റൻഡന്റ് ആകാൻ എനിക്ക് എന്ത് തരത്തിലുള്ള വിദ്യാഭ്യാസമാണ് വേണ്ടത്?,other,ENTY
മാൾട്ടയിലെ രണ്ട് ഭാഷകൾ ഏതൊക്കെയാണ്?,lang,ENTY
"എത്ര സമുദ്രങ്ങളുണ്ട്, അവയുടെ പേര്?",count,NUM
1832-ലെ ബ്ലാക്ക്‌ഹോക്ക് ഇന്ത്യൻ യുദ്ധത്തിൽ എന്താണ് സംഭവിച്ചത്?,desc,DESC
ലോബ്സ്റ്ററിന് എത്ര ജോഡി കാലുകൾ ഉണ്ട്?,count,NUM
ലാറ്റിൻ ആന്റേ മോർട്ടം എന്താണ് അർത്ഥമാക്കുന്നത്?,def,DESC
ഷാൻ എന്ന പേരിന്റെ അർത്ഥമെന്താണ്?,def,DESC
ഡാന്യൂബ് എവിടെയാണ്?,other,LOC
ഷെയ്ക ദേന അൽ-ഫാരിക്ക് വേണ്ടി യു.എസ് ചരിത്രത്തിലെ ഏറ്റവും വലിയ വിവാഹമോചന സെറ്റിൽമെന്റ് നേടിയ 85 മില്യൺ ഡോളർ ഏത് അഭിഭാഷകനാണ്?,ind,HUM
ഫലിതങ്ങളുടെ കൂട്ടത്തെ നിങ്ങൾ എന്താണ് വിളിക്കുന്നത്?,animal,ENTY
1981 മാർച്ച് 6 ന് അദ്ദേഹത്തിന്റെ അവസാന വാർത്താകാസ്റ്റ് ആരാണ് നൽകിയത്?,ind,HUM
"`` ലൂയി , ലൂയി' എത്ര തവണ റെക്കോർഡ് ചെയ്തിട്ടുണ്ട്?",count,NUM
KnowPost.com-ൽ നിന്ന് Answers.com എങ്ങനെ വ്യത്യാസപ്പെട്ടിരിക്കുന്നു?,manner,DESC
യുഎസിലെ ഏറ്റവും ദൈർഘ്യമേറിയ സ്ഥലത്തിന്റെ പേര് ഏതാണ്?,other,LOC
ഒരു ദശാബ്ദക്കാലം അധികാരത്തിലിരുന്നിട്ട് എത്ര ശതമാനം താച്ചറെ ഇഷ്ടപ്പെട്ടു?,perc,NUM
Buzz Aldrin എവിടെയാണ് സ്ഥിരമായ ഒരു മനുഷ്യ ബഹിരാകാശ നിലയം നിർമ്മിക്കാൻ ആഗ്രഹിക്കുന്നത്?,other,LOC
മെൽ ഗിബ്‌സന്റെ ആദ്യ സിനിമ ഏതാണ്?,cremat,ENTY
എന്തുകൊണ്ടാണ് ഷിയ ആൻഡ് ഗൗൾഡിന്റെ എൽ.എ. ഓഫീസ് അടച്ചത്?,reason,DESC
ഞാൻ എങ്ങനെ ഒരു ബാങ്ക് തുടങ്ങും?,manner,DESC
Ouija ബോർഡുകൾ എങ്ങനെയാണ് പ്രവർത്തിക്കുന്നത്?,manner,DESC
ഏത് കുതിരയാണ് സോറോ സവാരി ചെയ്തത്?,animal,ENTY
ഒരു കുപ്പിയിൽ നിന്ന് തകർന്ന കോർക്ക് എങ്ങനെ പുറത്തെടുക്കും?,manner,DESC
തേഡ് ഐ ബ്ലൈൻഡ് ഗാനങ്ങൾക്കായി എനിക്ക് ശരിയായ ടാബുകൾ എവിടെ കണ്ടെത്താനാകും?,other,LOC
നിങ്ങളുടെ വീടിന്റെ ചൂടാക്കൽ ആവശ്യകതകൾ എങ്ങനെ നിർണ്ണയിക്കും?,manner,DESC
ഏത് മുൻ പ്രധാന ലീഗ് ഇടംകൈയ്യൻ ബേസ്ബോൾ പിച്ചർ `` സ്പേസ് മാൻ' എന്നറിയപ്പെടുന്നു?,ind,HUM
"ഏത് മുടി സംരക്ഷണ ഉൽപ്പന്നമാണ് `` ആ നരയെ വെറുക്കുക, കഴുകിക്കളയുക' എന്ന് ഞങ്ങളോട് പറഞ്ഞത്?",product,ENTY
ആ കോഴി എന്തിനാണ് വഴി മുറിച്ചു കടന്നത്?,reason,DESC
മൈക്കലാഞ്ചലോയുടെ അവസാന നാമം എന്തായിരുന്നു?,ind,HUM
ആരാണ് ബാർബറ ജോർദാൻ?,desc,HUM
അമേരിക്കൻ പ്രസിഡന്റ് തെരഞ്ഞെടുപ്പിൽ ഡെമോക്രാറ്റിക് സ്ഥാനാർത്ഥി ആരായിരുന്നു?,ind,HUM
കണക്റ്റിക്കട്ടിന്റെ ആദ്യത്തെ ഭരണഘടനയുടെ പേര്?,cremat,ENTY
1899-ൽ ഡോഗ്‌ടൗണിൽ നടന്ന ചരിത്രസംഭവം എന്താണ്?,event,ENTY
മില്ലേനിയം ബഗിനെക്കുറിച്ച് എന്താണ് ചെയ്യുന്നത്?,def,DESC
കിംഗ് ക്യാമ്പ് ഗില്ലറ്റിന്റെ പ്രശസ്തി എന്തായിരുന്നു?,reason,DESC
യുഎസിൽ ഏറ്റവും സാധാരണമായ ത്വക്ക് അർബുദം ഏതാണ്?,dismed,ENTY
എന്താണ് ഒലെസ്ട്ര?,def,DESC
പശുക്കൾക്കുള്ള അവകാശ ബിൽ ഏത് ഏഷ്യൻ രാജ്യമാണ്?,country,LOC
ഒരു വില്ലു വരയ്ക്കാൻ എത്ര വിരലുകൾ ഉപയോഗിക്കുന്നു?,count,NUM
വസ്ത്രങ്ങൾ നിർമ്മിക്കുന്ന രണ്ട് സസ്യങ്ങൾ ഏതാണ്?,plant,ENTY
ഹ്യൂഗോ ചുഴലിക്കാറ്റ് എപ്പോഴായിരുന്നു?,date,NUM
ഏറ്റവും കൂടുതൽ കഫീൻ അടങ്ങിയ ശീതളപാനീയം ഏതാണ്?,food,ENTY
പേൾ ഹാർബറിനെതിരായ ആക്രമണത്തെത്തുടർന്ന് കോൺഗ്രസിന്റെ ആദ്യത്തെ അംഗം ഏതാണ്?,ind,HUM
വേരിയൻ അസോസിയേറ്റ്സ് വാക്വം പ്രൊഡക്റ്റ് ഡിവിഷന്റെ വില എന്തായിരുന്നു?,money,NUM
എപ്പോഴാണ് `` മഹാമാന്ദ്യം'?,date,NUM
ബ്രസീലിൽ ഏറ്റവും കൂടുതൽ സംസാരിക്കുന്ന ഭാഷ ഏതാണ്?,lang,ENTY
ഏറ്റവും കൂടുതൽ വിജയിച്ച സൂപ്പർ ബൗൾ ക്വാർട്ടർബാക്കുകൾ നിർമ്മിച്ച കോളേജ് ഏതാണ്?,gr,HUM
നിങ്ങൾ എങ്ങനെയാണ് ``റൂബിക്സ് ക്യൂബ്' പരിഹരിക്കുക?,manner,DESC
എന്താണ് തയ്യാറാക്കിയ കടുക്?,def,DESC
ഏത് ക്ലാസിക്കൽ സ്പാനിഷ് എഴുത്തുകാരൻ മുന്നറിയിപ്പ് നൽകി: ``മിന്നുന്നതെല്ലാം സ്വർണ്ണമല്ല''?,ind,HUM
`` ആന്റിഡിസെസ്റ്റാബ്ലിഷ്മെന്റേറിയനിസം' എന്താണ് അർത്ഥമാക്കുന്നത്?,def,DESC
ജോൺ എഫ് കെന്നഡിയുടെ സഹോദരിയെ വിവാഹം കഴിച്ച നടൻ?,ind,HUM
ഒരു ടോപ്പോഫോബിക് നടൻ എന്താണ് അനുഭവിക്കുന്നത്?,dismed,ENTY
സാൻ ഡിയാഗോ കൗൺസിലിൽ നിന്ന് മരിയ യെബറയെ പുറത്താക്കിയത് ആരാണ്?,ind,HUM
ഇറ്റാലിയൻ കലാകാരനായ മൗറിസിയോ പെല്ലെഗ്രിന് എത്ര വയസ്സുണ്ട്?,period,NUM
ഏത് തരം വേട്ടയാടാനാണ് റിട്രീവറുകൾ ഉപയോഗിക്കുന്നത്?,other,ENTY
കോളിൻ പവൽ എന്തിനാണ് കൂടുതൽ അറിയപ്പെടുന്നത്?,reason,DESC
മാസ്റ്റേഴ്സിൽ ടീ ഓഫ് ചെയ്ത ആദ്യത്തെ കറുത്ത ഗോൾഫ് കളിക്കാരൻ ആരാണ്?,ind,HUM
പുച്ചിനിയുടെ ഓപ്പറ ലാ ബോഹേമിന്റെ പശ്ചാത്തലം ഏത് നഗരത്തിലാണ്?,city,LOC
തേനീച്ച പൂമ്പൊടിയിൽ തിന്നാൻ ഇഷ്ടം കാണിച്ച യുഎസ് പ്രസിഡന്റ്?,ind,HUM
ക്യൂറികളിൽ എന്താണ് അളക്കുന്നത്?,def,DESC
യൂണിവേഴ്സൽ ഇംപോർട്ട് ആൻഡ് എക്‌സ്‌പോർട്ടിലെ ഒരു ജീവനക്കാരന്റെ കവർ ആരുടെതാണ്?,ind,HUM
മർഡർ ഇൻ ദി വൈറ്റ് ഹൗസ് എന്ന പേരിൽ ഒരു പുസ്തകം എഴുതിയ മുൻ പ്രസിഡന്റിന്റെ മകൾ?,ind,HUM
ഏത് സാങ്കൽപ്പിക കഥാപാത്രത്തെയാണ് ``മെലാഞ്ചലി ഡെയ്ൻ' എന്നറിയപ്പെടുന്നത്?,ind,HUM
എന്ത്?,product Italy is the largest producer of,ENTY
1984-ൽ സെൻട്രൽ പാർക്കിൽ ജോഗിംഗിനിടെ മരിച്ചുവീണ ദീർഘകാല ഗെയിം ഷോ ഹോസ്റ്റ് ഏതാണ്?,ind,HUM
